category,cosine_metric,,
political,10.364898014679500,,
political,1.0325240174237600,,
political,-3.137497525584930,,
political,1.034903513791750,,
political,-1.2434183049053200,,
political,-3.7055679749586900,,
political,2.081038068409740,,
political,2.7021094766372200,,
political,-2.7257148288777000,,
political,-3.7845169169298600,,
political,3.1519056517272400,,
political,13.668582533534000,,
political,4.81284696176967,,
political,3.7577308222007300,,
political,2.2505521751179500,,
political,4.759490602523960,,
political,-1.297182030841120,,
political,-3.9288411551743300,,
political,-2.3287143100708100,,
political,-0.393716162918591,,
political,2.9300063696479400,,
political,5.945203692343460,,
political,8.162879350808690,,
political,12.426679380258500,,
political,6.985341152423990,,
