vix,conjunctions,squares,oppositions,trines,sextiles,hard_aspects,soft_aspects
22.079999923706100,0,2,0,0,1,2,1
22.510000228881800,0,2,0,0,1,2,1
18.709999084472700,0,2,0,0,1,2,1
18.739999771118200,0,2,0,0,1,2,1
14.380000114440900,0,1,0,0,1,1,1
14.739999771118200,0,1,0,0,1,1,1
14.170000076293900,0,1,0,1,1,1,2
14.479999542236300,0,2,1,1,1,3,2
13.369999885559100,0,2,1,1,1,3,2
13.720000267028800,0,2,1,1,1,3,2
13.350000381469700,0,2,1,1,1,3,2
12.850000381469700,0,2,1,1,1,3,2
12.420000076293900,0,2,1,1,1,3,2
12.40999984741210,0,2,1,1,1,3,2
12.430000305175800,0,2,1,1,1,3,2
12.34000015258790,0,2,1,1,1,3,2
13.149999618530300,0,2,1,1,1,3,2
12.899999618530300,0,2,1,1,1,3,2
13.329999923706100,0,2,1,1,1,3,2
14.069999694824200,0,2,1,1,1,3,2
14.119999885559100,0,2,1,1,1,3,2
12.140000343322800,0,2,1,1,1,3,2
11.789999961853000,0,2,1,1,1,3,2
12.220000267028800,0,2,1,1,1,3,2
12.640000343322800,0,2,1,1,1,3,2
11.75,0,2,1,1,1,3,2
12.640000343322800,0,2,1,1,1,3,2
12.720000267028800,0,2,1,1,1,3,2
13.1899995803833,0,2,1,1,1,3,2
12.789999961853000,0,2,1,1,1,3,2
12.199999809265100,0,2,1,1,1,3,2
11.710000038147000,0,2,1,1,1,3,2
11.449999809265100,0,2,1,1,1,3,2
11.270000457763700,0,2,1,1,1,3,2
11.430000305175800,0,2,1,1,1,3,2
11.4399995803833,0,2,1,1,1,3,2
11.989999771118200,0,2,1,1,1,3,2
12.949999809265100,0,2,1,1,1,3,2
13.369999885559100,0,2,1,1,1,3,2
14.039999961853000,0,2,1,1,1,3,2
12.850000381469700,0,2,1,1,1,3,2
11.850000381469700,0,2,1,1,1,3,2
11.670000076293900,0,2,1,1,1,3,2
11.319999694824200,0,2,1,1,1,3,2
11.5600004196167,0,2,1,1,1,3,2
11.489999771118200,0,2,1,1,1,3,2
11.260000228881800,0,2,1,1,1,3,2
11.539999961853000,0,2,1,1,1,3,2
11.229999542236300,0,2,1,1,1,3,2
11.869999885559100,0,2,1,1,1,3,2
12.479999542236300,0,2,1,1,1,3,2
12.779999732971200,0,2,1,1,1,3,2
